contig,length
contig_15690,4365
contig_15691,3308
contig_15692,3478
contig_15693,6195
contig_15694,21399
contig_15697,7601
contig_15698,2534
contig_15699,4239
contig_1570,11408
contig_15700,5324
contig_15701,8139
contig_15702,18130
contig_15703,2724
contig_15704,3274
contig_15705,12975
contig_15706,4490
contig_15707,1872
contig_15708,10176
contig_15709,8146
contig_1571,17525
contig_15710,14284
contig_15711,10763
contig_15712,13491
contig_15713,13551
contig_15714,3389
contig_15715,7936
contig_15716,5586
contig_15717,4362
contig_15718,2957
contig_15719,3633
contig_1572,12078
contig_15720,5237
contig_15721,2415
contig_15722,18360
contig_15723,15749
contig_15724,3996
contig_15725,6307
contig_15726,6110
contig_15727,10081
contig_15728,5317
contig_15729,7797
contig_1573,12917
contig_15730,4347
contig_15731,10683
contig_15732,10342
contig_15733,5162
contig_15734,13525
contig_15735,6065
contig_15736,3933
contig_15737,9566
contig_15738,8732
contig_15739,5762
contig_15740,14875
contig_15741,6091
contig_15742,4302
contig_15743,2377
contig_15744,2061
contig_15745,2789
contig_15746,2644
contig_15747,4742
contig_15749,1212
contig_1575,14966
contig_15750,2576
contig_15751,3423
contig_15752,6067
contig_15753,7165
contig_15754,2637
contig_15755,3747
contig_15756,1975
contig_15757,2448
contig_15758,7662
contig_15759,7614
contig_1576,3492
contig_15760,2046
contig_15761,3331
contig_15762,6207
contig_15763,2051
contig_15764,5785
contig_15765,4760
contig_15766,15809
contig_15767,17467
contig_15768,2699
contig_15770,1351
contig_15771,4444
contig_15772,1132
contig_15773,4520
contig_15774,2564
contig_15775,3830
contig_15776,5343
contig_15777,3386
contig_15778,7479
contig_15779,2711
contig_1578,18761
contig_15780,4030
contig_15781,2818
contig_15782,1699
contig_15783,2387
contig_15784,3948
contig_15785,3488
contig_15786,2526
contig_15787,3660
contig_15788,10644
contig_15789,3457
contig_1579,17473
contig_15790,2731
contig_15791,8211
contig_15792,4924
contig_15793,2656
contig_15794,6680
contig_15796,6849
contig_15797,10856
contig_15798,13266
contig_15799,156911
contig_1580,13425
contig_15800,2608
contig_15801,9738
contig_15802,6322
contig_15803,17784
contig_15804,3274
contig_15805,56253
contig_15806,5287
contig_15807,2758
contig_15808,13763
contig_15809,2357
contig_1581,11706
contig_15810,29291
contig_15812,3489
contig_15813,6479
contig_15814,52290
contig_15815,5348
contig_15816,3226
contig_15817,5689
contig_15818,3024
contig_15819,6115
contig_1582,2154
contig_15820,20138
contig_15821,4919
contig_15822,5269
contig_15823,3845
contig_15824,5884
contig_15825,29040
contig_15826,9913
contig_15827,5457
contig_15828,19514
contig_15829,6583
contig_1583,4291
contig_15830,4181
contig_15831,4704
contig_15832,5399
contig_15833,2845
contig_15834,5498
contig_15835,3658
contig_15836,125686
contig_15837,4117
contig_15838,11234
contig_15839,4289
contig_15840,7602
contig_15841,2290
contig_15842,11629
contig_15843,5876
contig_15844,2146
contig_15845,7891
contig_15846,13137
contig_15847,7865
contig_15848,5021
contig_15849,8549
contig_15850,6060
contig_15851,4320
contig_15852,11530
contig_15853,9502
contig_15854,3857
contig_15855,5033
contig_15856,3445
contig_15857,5805
contig_15858,24702
contig_15859,9576
contig_15860,4827
contig_15861,15628
contig_15862,8836
contig_15863,2443
contig_15864,5292
contig_15865,8171
contig_15866,3644
contig_15867,8927
contig_15868,3544
contig_15869,6098
contig_15870,9827
contig_15871,4166
contig_15872,5969
contig_15873,5239
contig_15874,8858
contig_15875,8770
contig_15876,5717
contig_15877,3666
contig_15878,3332
contig_15879,5489
contig_15880,36394
contig_15881,3901
contig_15882,5167
contig_15883,4340
contig_15884,3485
contig_15885,6140
contig_15886,13321
contig_15887,10255
contig_15888,4063
contig_15889,2889
contig_15890,3964
contig_15891,2789
contig_15892,3084
contig_15893,6826
contig_15894,10590
contig_15895,6507
contig_15896,8887
contig_15897,6460
contig_15898,3382
contig_15899,3774
contig_15900,12350
contig_15901,3565
contig_15902,9678
contig_15903,5758
contig_15904,4519
contig_15905,6439
contig_15906,7765
contig_15907,6361
contig_15908,3859
contig_15909,11545
contig_1591,3334
contig_15910,7133
contig_15911,7748
contig_15912,4373
contig_15913,9003
contig_15914,3416
contig_15915,2774
contig_15916,7920
contig_15917,5060
contig_15918,7235
contig_15919,5041
contig_1592,7155
contig_15920,4612
contig_15921,4601
contig_15922,8175
contig_15923,4620
contig_15924,9524
contig_15925,9968
contig_15926,6451
contig_15927,10109
contig_15928,4745
contig_15929,8998
contig_1593,43860
contig_15930,3736
contig_15931,4202
contig_15932,5913
contig_15933,6114
contig_15934,3133
contig_15935,5285
contig_15936,6102
contig_15937,3562
contig_15938,2476
contig_15939,6066
contig_15940,5683
contig_15941,3286
contig_15942,10689
contig_15943,4726
contig_15944,14709
contig_15945,3650
contig_15946,4968
contig_15947,15254
contig_1595,3421
contig_15950,7220
contig_15951,4051
contig_15952,2814
contig_15953,15628
contig_15954,9106
contig_15955,11887
contig_15956,15525
contig_15957,3019
contig_15958,9561
contig_15959,6680
contig_1596,4401
contig_15960,6024
contig_15962,9034
contig_15963,6297
contig_15964,6417
contig_15965,3192
contig_15966,5276
contig_15967,4868
contig_15968,3811
contig_15969,5567
contig_1597,337737
contig_15970,5927
contig_15971,2847
contig_15972,3791
contig_15973,9118
contig_15974,10791
contig_15975,1071
contig_15976,5556
contig_15977,44764
contig_15979,4006
contig_1598,16978
contig_15980,3778
contig_15981,8101
contig_15982,3119
contig_15983,2734
contig_15984,4183
contig_15985,1064
contig_15986,10853
contig_15987,4911
contig_15988,12235
contig_15989,8453
contig_1599,12809
contig_15990,4403
contig_15991,12803
contig_15992,8191
contig_15993,6482
contig_15994,4064
contig_15995,8967
contig_15996,3330
contig_15997,11201
contig_15998,10497
contig_15999,18987
contig_160,893
contig_1600,13964
contig_16000,4527
contig_16001,9839
contig_16002,26868
contig_16003,13064
contig_16004,4102
contig_16005,2041
contig_16006,4271
contig_16007,3903
contig_16008,7121
contig_16009,4965
contig_1601,10374
contig_16010,5469
contig_16011,11215
contig_16012,5947
contig_16014,949
contig_16015,12250
contig_16016,588
contig_16017,2647
contig_16018,23725
contig_1602,165093
contig_16020,13186
contig_16022,10178
contig_16023,5429
contig_16024,2200
contig_16025,18842
contig_16026,10602
contig_16027,8665
contig_16028,3176
contig_16029,3007
contig_1603,3726
contig_16030,13920
contig_16032,6288
contig_16033,5900
contig_16034,8064
contig_16035,11198
contig_16036,2447
contig_16037,3538
contig_16038,8144
contig_16039,8809
contig_16040,3414
contig_16041,4895
contig_16042,5870
contig_16043,6430
contig_16044,9339
contig_16045,8606
contig_16047,8561
contig_16048,6412
contig_16049,3579
contig_16050,4848
contig_16051,158952
contig_16052,6224
contig_16053,4044
contig_16054,4557
contig_16055,3508
contig_16056,17161
contig_16057,7351
contig_16058,4030
contig_16059,11836
contig_16060,7465
contig_16061,3032
contig_16062,14709
contig_16064,38333
contig_16065,11255
contig_16066,4725
contig_16067,68982
contig_16068,9509
contig_16069,3553
contig_16070,11582
contig_16071,15236
contig_16072,3492
contig_16073,3074
contig_16075,14208
contig_16076,8657
contig_16077,4184
contig_16078,5273
contig_16079,9956
contig_1608,6534
contig_16080,4627
contig_16081,9912
contig_16082,7185
contig_16083,4018
contig_16084,7439
contig_16085,38021
contig_16086,1674
contig_16087,6121
contig_16088,1283
contig_16089,17672
contig_1609,14658
contig_16090,6089
contig_16091,3589
contig_16092,3490
contig_16093,7456
contig_16094,47412
contig_16095,5269
contig_16096,734
contig_16097,773
contig_16098,9489
contig_16099,4665
contig_161,545
contig_1610,74354
contig_16100,5227
contig_16101,4648
contig_16102,6107
contig_16103,9077
contig_16104,30032
contig_16105,6064
contig_16106,2401
contig_16107,9083
contig_16108,20771
contig_16109,868
contig_1611,6362
contig_16110,1807
contig_16111,2494
contig_16112,3899
contig_16113,657
contig_16114,4435
contig_16115,3769
contig_16116,3937
contig_16117,5244
contig_16118,7951
contig_16119,7760
contig_1612,5325
contig_16120,3390
contig_16121,3911
contig_16122,8116
contig_16123,9289
contig_16124,3506
contig_16125,3870
contig_16126,7398
contig_16127,13144
contig_16128,15942
contig_16129,14140
contig_1613,4618
contig_16130,6336
contig_16131,4177
contig_16132,5533
contig_16133,2674
contig_16134,6727
contig_16135,5366
contig_16136,3623
contig_16137,11771
contig_16138,11116
contig_16139,11129
contig_1614,6986
contig_16140,1812
contig_16142,2201
contig_16143,10681
contig_16144,9072
contig_16145,4640
contig_16146,4647
contig_16147,11160
contig_16148,5158
contig_16149,3905
contig_1615,1421
contig_16150,12139
contig_16151,5731
contig_16152,5481
contig_16153,28934
contig_16154,3027
contig_16155,2863
contig_16156,21023
contig_16157,4673
contig_16158,6527
contig_16159,7082
contig_1616,19071
contig_16160,3244
contig_16161,6906
contig_16162,2934
contig_16163,3176
contig_16164,4834
contig_16165,4431
contig_16166,2765
contig_16167,9042
contig_16168,14910
contig_16169,2478
contig_1617,1985
contig_16170,5934
contig_16171,12381
contig_16172,6007
contig_16173,9777
contig_16174,3337
contig_16175,5000
contig_16176,5071
contig_16177,4975
contig_16178,10474
contig_16179,7568
contig_1618,790
contig_16180,9356
contig_16181,663
contig_16182,5999
contig_16183,3217
contig_16184,3506
contig_16185,8782
contig_16186,19452
contig_16187,3292
contig_16188,14082
contig_16189,34431
contig_1619,23924
contig_16191,3547
contig_16192,5527
contig_16193,13851
contig_16194,5829
contig_16195,2792
contig_16196,6990
contig_16197,7507
contig_16198,8874
contig_16199,10929
contig_162,2436
contig_1620,2683
contig_16200,3924
contig_16201,2310
contig_16202,4813
contig_16203,4408
contig_16204,6677
contig_16205,5704
contig_16206,2112
contig_16207,10714
contig_16208,2756
contig_16209,7406
contig_16210,10547
contig_16211,2674
contig_16212,5674
contig_16213,5287
contig_16214,6526
contig_16215,4064
contig_16216,14946
contig_16217,1594
contig_16218,3507
contig_16219,5722
contig_1622,650
contig_16221,3035
contig_16222,5453
contig_16223,1018
contig_16224,3437
contig_16225,4099
contig_16226,9198
contig_16227,11937
contig_16228,6079
contig_16229,4743
contig_16230,12868
contig_16231,6453
contig_16232,9226
contig_16233,8450
contig_16234,3625
contig_16235,2445
contig_16236,4981
contig_16237,8148
contig_16238,9852
contig_16239,9161
contig_1624,2587
contig_16240,5958
contig_16241,2350
contig_16242,4349
contig_16243,2131
contig_16244,3529
contig_16245,9921
contig_16246,6123
contig_16247,3143
contig_16248,6594
contig_16249,5748
contig_1625,82204
contig_16250,12197
contig_16251,3460
contig_16252,38194
contig_16253,2434
contig_16254,4614
contig_16255,7903
contig_16256,2824
contig_16257,7187
contig_16258,6970
contig_16259,3653
contig_1626,4278
contig_16260,5283
contig_16261,5003
contig_16262,21682
contig_16263,12646
contig_16264,4636
contig_16265,6251
contig_16266,8175
contig_16267,30254
contig_16268,7214
contig_16269,4321
contig_1627,10822
contig_16270,13869
contig_16271,9973
contig_16272,7136
contig_16273,11570
contig_16274,16542
contig_16275,6319
contig_16276,5988
contig_16277,4362
contig_16278,8619
contig_16279,6758
contig_1628,9397
contig_16280,5136
contig_16281,80861
contig_16282,2426
contig_16283,8744
contig_16284,9405
contig_16285,12590
contig_16286,3884
contig_16287,55564
contig_16288,11767
contig_16289,8722
contig_1629,9305
contig_16290,3643
contig_16291,12756
contig_16292,4424
contig_16293,8061
contig_16294,5968
contig_16295,907
contig_16296,3483
contig_16297,5639
contig_16298,5446
contig_16299,13556
contig_163,866
contig_1630,14054
contig_16300,15281
contig_16301,7772
contig_16302,5233
contig_16303,2499
contig_16304,9308
contig_16305,3863
contig_16306,4411
contig_16307,7234
contig_16308,11993
contig_16309,6698
contig_16310,7707
contig_16311,3668
contig_16312,30830
contig_16313,14199
contig_16314,29617
contig_16315,12507
contig_16316,20627
contig_16317,15929
contig_16318,9133
contig_16319,8994
contig_16320,78263
contig_16321,5167
contig_16322,5950
contig_16323,6093
contig_16324,4152
contig_16325,5183
contig_16326,4794
contig_16327,6062
contig_16328,3105
contig_16329,4985
contig_1633,31697
contig_16330,6652
contig_16331,12215
contig_16332,11579
contig_16333,9991
contig_16334,6289
contig_16335,2999
contig_16336,3975
contig_16337,3696
contig_16338,1250
contig_16339,6752
contig_1634,2289
contig_16340,5079
contig_16341,10861
contig_16342,17790
contig_16343,2692
contig_16344,209728
contig_16345,5865
contig_16346,2599
contig_16347,3633
contig_16348,2682
contig_16349,5857
contig_1635,14958
contig_16350,26850
contig_16351,6324
contig_16352,12164
contig_16353,1433
contig_16354,25978
contig_16355,5968
contig_16356,4673
contig_16357,23188
contig_16358,7166
contig_16359,7064
contig_1636,8407
contig_16360,6429
contig_16361,3421
contig_16362,3304
contig_16363,5711
contig_16364,6131
contig_16365,5914
contig_16366,4350
contig_16367,4505
contig_16368,7575
contig_16369,5774
contig_1637,11525
contig_16370,6614
contig_16371,1131
contig_16372,1226
contig_16373,2817
contig_16374,9755
contig_16375,4561
contig_16376,4814
contig_16377,14677
contig_16378,4333
contig_16379,3571
contig_1638,4771
contig_16380,17078
contig_16381,17136
contig_16382,36105
contig_16383,8232
contig_16384,13211
contig_16385,1866
contig_16386,5108
contig_16387,7067
contig_16388,3230
contig_16389,3168
contig_1639,3669
contig_16390,8165
contig_16391,46186
contig_16392,2538
contig_16393,2816
contig_16394,7000
contig_16395,2514
contig_16396,2663
contig_16397,6322
contig_16398,4684
contig_16399,6618
contig_1640,224801
contig_16400,8482
contig_16401,7484
contig_16402,9395
contig_16403,3235
contig_16404,10536
contig_16405,34819
contig_16406,4658
contig_16407,4488
contig_16408,2268
contig_16409,8654
contig_1641,14078
contig_16410,8401
contig_16411,2912
contig_16412,5945
contig_16413,6034
contig_16414,4023
contig_16415,7934
contig_16416,7179
contig_16417,5219
contig_16418,7716
contig_16419,17234
contig_1642,19563
contig_16420,4822
contig_16421,6508
contig_16422,8215
contig_16423,10270
contig_16424,6190
contig_16425,3934
contig_16426,6052
contig_16427,14629
contig_16428,2932
contig_16429,4221
contig_1643,72103
contig_16430,3660
contig_16431,6512
contig_16432,5418
contig_16434,19241
contig_16435,12463
contig_16436,2987
contig_16437,4979
contig_16438,6632
contig_16439,6444
contig_1644,14088
contig_16440,18290
contig_16441,29588
contig_16442,4660
contig_16443,4537
